,date,country,activity,fatal_(y/n),month,australia
4158,17-jun-1958,usa,swimming,no,june,
4159,15-jun-1958,australia,swimming,no,june,australia
4160,reported_02-jun-1958,south_africa,fishing,no,june,
4161,30-apr-1958,usa,swimming,no,april,
4162,19-apr-1958,taiwan,swimming,no,april,
4163,05-apr-1958,south_africa,other_activities,yes,april,
4164,03-apr-1958,south_africa,swimming,yes,april,
4165,apr-1958,papua_new_guinea,fishing,no,april,
4166,19-feb-1958,australia,fishing,no,february,australia
4167,01-feb-1958,usa,swimming,no,february,
4168,27-jan-1958,australia,surfing,no,january,australia
4169,19-jan-1958,australia,surfing,no,january,australia
4170,reported_09-jan-1958,japan,other_activities,no,january,
4171,09-jan-1958,south_africa,swimming,yes,january,
4172,1958-1959,tonga,fishing,no,,
4173,1958,samoa,other_activities,no,,
4174,1958,panama,swimming,no,,
4175,1958,papua_new_guinea,other_activities,yes,,
4176,1958,papua_new_guinea,fishing,yes,,
4177,1958,papua_new_guinea,fishing,yes,,
4178,1958,papua_new_guinea,fishing,no,,
4179,1958,south_africa,fishing,no,,
4180,circa_1958,south_africa,fishing,yes,,
4181,31-dec-1957,australia,fishing,no,december,australia
4182,30-dec-1957,south_africa,other_activities,no,december,
4183,26-dec-1957,south_africa,swimming,no,december,
4184,23-dec-1957,south_africa,other_activities,yes,december,
4185,20-dec-1957,south_africa,other_activities,yes,december,
4186,18-dec-1957,south_africa,surfing,no,december,
4187,08-nov-1957,pacific_ocean,fishing,no,november,
4188,reported_04-nov-1957,australia,fishing,no,november,australia
4189,24-oct-1957,solomon_islands,other_activities,yes,october,
4190,23-oct-1957,solomon_islands,other_activities,yes,october,
4191,02-sep-1957,marshall_islands,other_activities,no,september,
4192,aug-1957,usa,other_activities,no,august,
4193,24-jul-1957,usa,swimming,no,july,
4194,15-jul-1957,usa,swimming,yes,july,
4195,09-jul-1957,australia,swimming,no,july,australia
4196,21-jun-1957,cuba,other_activities,no,june,
4197,11-may-1957,australia,fishing,no,may,australia
4198,reported_07-may-1957,solomon_islands,fishing,no,may,
4199,may_1957,usa,other_activities,no,may,
4200,28-apr-1957,usa,swimming,yes,april,
4201,23-apr-1957,australia,surfing,no,april,australia
4202,22-apr-1957,usa,other_activities,no,april,
4203,13-apr-1957,australia,swimming,no,april,australia
4204,07-apr-1957,papua_new_guinea,swimming,no,april,
4205,07-apr-1957,solomon_islands,swimming,no,april,
4206,24-feb-1957,fiji,fishing,no,february,
4207,05-feb-1957,usa,other_activities,no,february,
4208,02-feb-1957,australia,other_activities,,february,australia
4209,feb-1957,usa,swimming,no,february,
4210,05-jan-1957,south_africa,other_activities,yes,january,
4211,1957,sri_lanka,fishing,no,,
4212,1957,usa,swimming,no,,
4213,1957,cuba,other_activities,no,,
4214,1957,cuba,fishing,no,,
4215,1957,cuba,fishing,yes,,
4216,1957,usa,swimming,no,,
4217,1957,fiji,fishing,no,,
4218,1957,iran,other_activities,no,,
4219,1957,papua_new_guinea,fishing,yes,,
4220,1957,iran,other_activities,no,,
4221,1957,papua_new_guinea,fishing,yes,,
4222,26-dec-1956,papua_new_guinea,fishing,yes,december,
4223,24-dec-1956,papua_new_guinea,fishing,yes,december,
4224,reported_15-dec-1956,gabon,swimming,yes,december,
4225,09-dec-1956,new_zealand,fishing,no,december,
4226,27-oct-1956,south_africa,swimming,no,october,
4227,20-oct-1956,papua_new_guinea,fishing,no,october,
4228,07-oct-1956,senegal,swimming,no,october,
4229,oct-1956,papua_new_guinea,fishing,yes,october,
4230,23-sep-1956,usa,surfing,no,september,
4231,13-sep-1956,nan,boat,yes,september,
4232,sep-1956,mayotte,fishing,yes,september,
4233,sep-1956,italy,swimming,no,september,
4234,25-aug-1956,papua_new_guinea,fishing,yes,august,
4235,20-aug-1956,papua_new_guinea,fishing,no,august,
4236,reported_15-aug-1956,usa,swimming,yes,august,
4237,15-aug-1956,australia,swimming,no,august,australia
4238,15-aug-1956,usa,swimming,no,august,
4239,1-aug-1956,south_africa,swimming,no,august,
4240,aug-1956,united_kingdom,other_activities,yes,august,
4241,aug-1956,united_kingdom,other_activities,yes,august,
4242,aug-1956,malta,fishing,no,august,
4243,aug-1956,papua_new_guinea,fishing,no,august,
4244,aug-1956,papua_new_guinea,fishing,no,august,
4245,28-jul-1956,usa,other_activities,yes,july,
4246,26-jul-1956,usa,fishing,no,july,
4247,20-jul-1956,malta,swimming,yes,july,
4248,17-jul-1956,usa,other_activities,no,july,
4249,12-jul-1956,usa,swimming,no,july,
4250,28-jun-1956,australia,surfing,no,june,australia
4251,22-jun-1956,portugal,fishing,yes,june,
4252,20-jun-1956,mid_atlantic_ocean,other_activities,yes,june,
4253,reported_26-may-1956,south_africa,fishing,no,may,
4254,07-may-1956,cuba,swimming,yes,may,
4255,may_1956,australia,swimming,no,may,australia
4256,25-mar-1956,italy,boat,,march,
4257,11-mar-1956,australia,swimming,no,march,australia
4258,04-mar-1956,australia,surfing,yes,march,australia
4259,mar-1956,australia,other_activities,no,march,australia
4260,26-feb-1956,australia,swimming,yes,february,australia
4261,reported_10-feb-1956,australia,swimming,no,february,australia
4262,reported_16-jan-1956,australia,swimming,no,january,australia
4263,16-jan-1956,costa_rica,swimming,yes,january,
4264,05-jan-1956,australia,surfing,no,january,australia
4265,1956,papua_new_guinea,swimming,no,,
4266,1956,nan,boat,yes,,
4267,1956,greece,swimming,yes,,
4268,1956,usa,other_activities,no,,
4269,1956,usa,swimming,,,
4270,1956,papua_new_guinea,other_activities,no,,
4271,1956,papua_new_guinea,other_activities,no,,
4272,1956,papua_new_guinea,other_activities,yes,,
4273,reported_31-dec-1955,australia,other_activities,no,december,australia
4274,11-dec-1955,usa,fishing,no,december,
4275,16-nov-1955,papua_new_guinea,swimming,no,november,
4276,nov-1955,papua_new_guinea,fishing,no,november,
4277,16-oct-1955,australia,fishing,no,october,australia
4278,23-sep-1955,north_pacific_ocean,other_activities,yes,september,
4279,23-sep-1955,north_pacific_ocean,other_activities,no,september,
4280,20-sep-1955,usa,other_activities,no,september,
4281,04-sep-1955,usa,swimming,no,september,
4282,03-sep-1955,usa,other_activities,no,september,
4283,30-aug-1955,japan,fishing,yes,august,
4284,30-aug-1955,usa,surfing,no,august,
4285,26-aug-1955,croatia,swimming,yes,august,
4286,08-aug-1955,american_samoa,swimming,yes,august,
4287,reported_04-aug-1955,usa,fishing,no,august,
4288,aug-1955,north_atlantic_ocean,other_activities,no,august,
4289,aug-1955,australia,fishing,no,august,australia
4290,25-jul-1955,japan,other_activities,yes,july,
4291,23-jun-1955,usa,other_activities,no,june,
4292,15-jul-1955,montenegro,swimming,yes,july,
4293,07-jul-1955,yemen,swimming,yes,july,
4294,08-may-1955,usa,fishing,no,may,
4295,may_1955,papua_new_guinea,fishing,no,may,
4296,reported_13-apr-1955,papua_new_guinea,fishing,no,april,
4297,12-apr-1955,papua_new_guinea,fishing,no,april,
4298,apr-1955,usa,fishing,no,april,
4299,09-mar-1955,australia,surfing,yes,march,australia
4300,mar-1955,papua_new_guinea,swimming,no,march,
4301,mar-1955,australia,other_activities,no,march,australia
4302,10-feb-1955,usa,swimming,no,february,
4303,06-feb-1955,usa,fishing,no,february,
4304,05-feb-1955,australia,swimming,yes,february,australia
4305,04-feb-1955,india,fishing,no,february,
4306,01-feb-1955,australia,other_activities,no,february,australia
4307,feb-1955,australia,other_activities,no,february,australia
4308,17-jan-1955,australia,other_activities,yes,january,australia
4309,15-jan-1955,south_africa,other_activities,yes,january,
4310,1955,usa,other_activities,,,
4311,1955,cuba,fishing,no,,
4312,1955,madagascar,other_activities,yes,,
4313,1955,usa,swimming,no,,
4314,ca._1955,columbia,fishing,no,,
4315,1955,papua_new_guinea,other_activities,no,,
4316,29-dec-1954,american_samoa,swimming,yes,december,
4317,11-dec-1954,australia,swimming,yes,december,australia
4318,09-dec-1954,papua_new_guinea,swimming,yes,december,
4319,04-dec-1954,south_africa,swimming,no,december,
4320,20-nov-1954,usa,fishing,no,november,
4321,07-oct-1954,usa,other_activities,yes,october,
4322,06-oct-1954,united_kingdom,fishing,no,october,
4323,02-oct-1954,croatia,boat,,october,
4324,02-oct-1954,japan,other_activities,no,october,
4325,21-sep-1954,usa,swimming,no,september,
4326,15-sep-1954,hong_kong,swimming,yes,september,
4327,04-sep-1954,australia,fishing,yes,september,australia
4328,19955,italy,fishing,no,,
4329,12-aug-1954,cuba,fishing,no,august,
4330,12-aug-1954,cuba,fishing,no,august,
4331,30-jul-1954,ecuador,fishing,no,july,
4332,28-jul-1954,singapore,swimming,yes,july,
4333,27-jul-1954,italy,fishing,no,july,
4334,15-jul-1954,the_balkans,swimming,yes,july,
4335,reported_04-jul-1954,usa,other_activities,no,july,
4336,03-jul-1954,bermuda,swimming,no,july,
4337,reported_02-jul-1954,greece,swimming,yes,july,
4338,reported_01-jul-1954,croatia,other_activities,no,july,
4339,29-jun-1954,usa,other_activities,no,june,
4340,27-jun-1954,australia,swimming,no,june,australia
4341,jun-1954,hong_kong,swimming,yes,june,
4342,reported_26-may-1954,papua_new_guinea,swimming,yes,may,
4343,may_1954,papua_new_guinea,other_activities,no,may,
4344,08-apr-1954,usa,fishing,no,april,
4345,apr-1954,sudan?,fishing,no,april,
4346,27-feb-1954,australia,swimming,yes,february,australia
4347,30-jan-1954,australia,swimming,no,january,australia
4348,22-jan-1954,australia,fishing,no,january,australia
4349,22-jan-1954,argentina,other_activities,no,january,
4350,15-jan-1954,papua_new_guinea,other_activities,no,january,
4351,1954,iran,other_activities,yes,,
4352,1954,martinique,other_activities,no,,
4353,1954,mexico,swimming,yes,,
4354,1954,usa,fishing,no,,
4355,1954,papua_new_guinea,swimming,no,,
4356,1954_(same_day_as__1954.00.00.f),iran,other_activities,yes,,
4357,1954_(same_day_as__1954.00.00.f),iran,other_activities,no,,
4358,30-dec-1953,south_africa,swimming,no,december,
4359,22-dec-1953,south_africa,swimming,no,december,
4360,13-dec-1953,australia,swimming,no,december,australia
4361,dec-1953,australia,surfing,no,december,australia
4362,oct-1953,australia,other_activities,no,october,australia
4363,27-sep-1953,philippines,other_activities,yes,september,
4364,reported_20-sep-1953,usa,swimming,no,september,
4365,18-sep-1953,usa,other_activities,no,september,
4366,reported_03-sep-1953,usa,surfing,no,september,
4367,02-sep-1953,usa,other_activities,no,september,
4368,aug-1953,mexico,swimming,no,august,
4369,31-jul-1953,mexico,other_activities,yes,july,
4370,26-jul-1953,usa,fishing,yes,july,
4371,16-jul-1953,usa,fishing,no,july,
4372,15-jul-1953,usa,other_activities,no,july,
4373,11-jul-1953,pacific_ocean,other_activities,no,july,
4374,09-jul-1953,canada,fishing,no,july,
4375,04-jul-1953,usa,other_activities,no,july,
4376,01-jul-1953,panama,other_activities,no,july,
4377,jun-1953,australia,boat,no,june,australia
4378,07-apr-1953,australia,other_activities,no,april,australia
4379,04-apr-1953,usa,swimming,no,april,
4380,apr-1953,iran,other_activities,no,april,
4381,apr-1953,iran,swimming,no,april,
4382,mar-1953,australia,fishing,no,march,australia
4383,reported_19-mar-1953,australia,fishing,no,march,australia
4384,mar-1953,indian_ocean,other_activities,yes,march,
4385,mar-1953,papua_new_guinea,boat,yes,march,
4386,18-feb-1953,usa,other_activities,no,february,
4387,15-feb-1953,australia,fishing,no,february,australia
4388,feb-1953,australia,fishing,no,february,australia
4389,20-jan-1953,australia,fishing,no,january,australia
4390,08-jan-1953,australia,fishing,no,january,australia
4391,1953,australia,fishing,no,,australia
4392,1953,papua_new_guinea,other_activities,yes,,
4393,1953,usa,other_activities,no,,
4394,24-dec-1952,australia,surfing,no,december,australia
4395,21-dec-1952,australia,fishing,no,december,australia
4396,14-dec-1962,guatemala,other_activities,no,december,
4397,04-aug-1952,italy,fishing,no,august,
4398,03-aug-1952,usa,swimming,yes,august,
4399,7-dec-1952,usa,surfing,yes,december,
4400,03-dec-1952,usa,swimming,yes,december,
4401,12-oct-1952,papua_new_guinea,fishing,no,october,
4402,06-aug-1952,south_africa,other_activities,no,august,
4403,05-aug-1952,italy,fishing,yes,august,
4404,27-jul-1952,usa,fishing,no,july,
4405,27-jul-1952,usa,fishing,no,july,
4406,27-jul-1952,usa,fishing,no,july,
4407,27-jul-1952,usa,boat,yes,july,
4408,13-jul-1952,usa,fishing,no,july,
4409,05-jul-1952,usa,fishing,no,july,
4410,27-may-1952,usa,surfing,no,may,
4411,reported_07-may-1952,australia,fishing,no,may,australia
4412,may-1952,india,fishing,no,may,
4413,06-apr-1952,australia,fishing,no,april,australia
4414,apr-1952,sudan,fishing,no,april,
4415,30-mar-1952,netherlands_antilles,other_activities,no,march,
4416,23-jan-1952,mauritius,fishing,no,january,
4417,07-jan-1952,australia,surfing,no,january,australia
4418,1952-1954,liberia,swimming,yes,,
4419,1952,papua_new_guinea,fishing,no,,
4420,1952,papua_new_guinea,fishing,yes,,
4421,1952,papua_new_guinea,fishing,yes,,
4422,1952,usa,swimming,yes,,
4423,21-dec-1951,mozambique,swimming,yes,december,
4424,16-dec-1951,australia,fishing,no,december,australia
4425,1951.12.15.r,mozambique,swimming,no,,
4426,6-dec-1951,australia,other_activities,yes,december,australia
4427,29-nov-1951,south_africa,swimming,no,november,
4428,28-nov-1951,jamaica,fishing,no,november,
4429,28-nov-1951,south_africa,other_activities,no,november,
4430,reported_23-nov-1951,philippines,boat,yes,november,
4431,22-oct-1951,australia,swimming,yes,october,australia
4432,05-oct-1951,north_atlantic_ocean,boat,no,october,
4433,29-sep-1951,italy,swimming,yes,september,
4434,reported_03-sep-1951,italy,fishing,no,september,
4435,reported_02-sep-1951,australia,boat,yes,september,australia
4436,17-aug-1951,greece,swimming,no,august,
4437,17-aug-1951,greece,swimming,yes,august,
4438,reported_16-aug-1951,italy,swimming,no,august,
4439,between_01-aug-1951_&_08-aug-1951,columbia,swimming,yes,august,
4440,reported_19-jul-1951,usa,other_activities,no,july,
4441,11-jul-1951,pacific_ocean,other_activities,no,july,
4442,25-jun-1951,usa,fishing,yes,june,
4443,jun-1951,french_polynesia,fishing,no,june,
4444,22-may-1951,mexico,swimming,no,may,
4445,reported_09-may-1951,italy,other_activities,no,may,
4446,26-mar-1951,australia,surfing,no,march,australia
4447,24-mar-1951,australia,surfing,no,march,australia
4448,15-mar-1951,south_africa,surfing,no,march,
4449,19-feb-1951,south_africa,surfing,no,february,
4450,03-feb-1951,australia,surfing,no,february,australia
4451,01-feb-1951,australia,swimming,no,february,australia
4452,21-jan-1951,south_africa,swimming,yes,january,
4453,03-jan-1951,australia,other_activities,no,january,australia
4454,1951,new_guinea,other_activities,yes,,
4455,31-dec-1950,australia,surfing,no,december,australia
4456,reported_19-dec-1950,australia,swimming,no,december,australia
4457,16-dec-1950,australia,other_activities,yes,december,australia
4458,29-nov-1950,australia,swimming,no,november,australia
4459,25-nov-1950,australia,surfing,no,november,australia
4460,12-nov-1950,australia,other_activities,no,november,australia
4461,28-oct-1950,usa,surfing,no,october,
4462,04-oct-1950,australia,fishing,no,october,australia
4463,06-aug-1950,el_salvador,fishing,no,august,
4464,aug-1950,saudi_arabia,swimming,no,august,
4465,reported_27-jul-1950,australia,fishing,no,july,australia
4466,21-jul-1950,japan,swimming,yes,july,
4467,1950.07.19,italy,fishing,no,,
4468,15-jul-1950,cuba,other_activities,no,july,
4469,10-jul-1950,usa,swimming,no,july,
4470,09-jul-1950,usa,other_activities,no,july,
4471,jul-1950,usa,swimming,no,july,
4472,25-jun-1950,usa,swimming,no,june,
4473,06-jun-1950,usa,other_activities,yes,june,
4474,24-may-1950,south_africa,other_activities,no,may,
4475,01-may-1950,italy,fishing,no,may,
4476,09-apr-1950,australia,fishing,yes,april,australia
4477,09-apr-1950,south_africa,fishing,no,april,
4478,26-mar-1950,south_africa,other_activities,no,march,
4479,08-mar-1950,south_africa,other_activities,yes,march,
4480,01-mar-1950,australia,other_activities,no,march,australia
4481,reported_18-feb-1950,australia,fishing,no,february,australia
4482,11-feb-1950,south_africa,surfing,yes,february,
4483,16-jan-1950,usa,fishing,no,january,
4484,reported_12-jan-1950,australia,swimming,no,january,australia
4485,1950,australia,other_activities,no,,australia
4486,1950,sri_lanka,fishing,no,,
4487,1950,sri_lanka,fishing,no,,
4488,1950_-_1951,liberia,other_activities,yes,,
4489,summer_1950,indonesia,other_activities,yes,,
4490,1950,usa,other_activities,no,,
4491,1950s,usa,fishing,no,,
4492,1950,panama,swimming,no,,
4493,summer_1950,greece,swimming,yes,,
4494,1950,singapore,swimming,yes,,
4495,1950,new_caledonia,fishing,no,,
4496,ca._1950,new_caledonia,swimming,no,,
4497,ca._1950,fiji,other_activities,no,,
4498,dec-1949,nan,boat,yes,december,
4499,dec-1949,australia,other_activities,no,december,australia
4500,20-nov-1949,australia,swimming,no,november,australia
4501,12-nov-1949,australia,other_activities,no,november,australia
4502,28-aug-1949,australia,swimming,no,august,australia
4503,28-aug-1949,australia,swimming,yes,august,australia
4504,17-aug-1949,italy,swimming,no,august,
4505,16-aug-1949,australia,swimming,no,august,australia
